,termID,mainOntology
11063,16758,F
11064,16759,F
11065,16760,F
11066,16761,F
11067,16762,F
11068,16763,F
11069,16764,F
11070,16765,F
11071,16767,F
11072,16768,F
11073,16769,F
11074,16770,F
11075,16771,F
11076,16772,F
11077,16773,F
11078,16774,F
11079,16775,F
11080,16776,F
11081,16778,F
11082,16779,F
11083,16780,F
11084,16781,F
11085,16782,F
11086,16784,F
11087,16785,F
11088,16787,F
11089,16788,F
11090,16790,F
11091,16791,F
11092,16793,F
11093,16794,F
11094,16795,F
11095,16796,F
11096,16797,F
11097,16798,F
11098,16799,F
11099,16801,F
11100,16802,F
11101,16803,F
11102,16804,F
11103,16806,F
11104,16807,F
11105,16808,F
11106,16810,F
11107,16811,F
11108,16812,F
11109,16813,F
11110,16814,F
11111,16815,F
11112,16816,F
11113,16817,F
11114,16818,F
11115,16819,F
11116,16821,F
11117,16822,F
11118,16823,F
11119,16824,F
11120,16825,F
11121,16826,F
11122,16827,F
11123,16828,F
11124,16829,F
11125,16830,F
11126,16831,F
11127,16832,F
11128,16833,F
11129,16834,F
11130,16835,F
11131,16836,F
11132,16837,F
11133,16838,F
11134,16839,F
11135,16840,F
11136,16841,F
11137,16842,F
11138,16843,F
11139,16844,F
11140,16845,F
11141,16846,F
11142,16847,F
11143,16848,F
11144,16849,F
11145,16850,F
11146,16851,F
11147,16852,F
11148,16853,F
11149,16854,F
11150,16855,F
11151,16856,F
11152,16857,F
11153,16858,F
11154,16859,F
11155,16860,F
11156,16861,F
11157,16862,F
11158,16863,F
11159,16864,F
11160,16865,F
11161,16866,F
11162,16867,F
11163,16868,F
11164,16869,F
11165,16870,F
11166,16871,F
11167,16872,F
11168,16873,F
11169,16874,F
11170,16875,F
11171,16877,F
11172,16878,F
11173,16879,F
11174,16880,F
11175,16881,F
11176,16882,F
11177,16883,F
11178,16884,F
11179,16885,F
11180,16886,F
11181,16888,F
11182,16889,F
11183,16890,F
11184,16891,F
11185,16892,F
11186,16893,F
11187,16894,F
11188,16895,F
11189,16896,F
11190,16897,F
11191,16898,F
11192,16899,F
11193,16900,F
11194,16901,F
11195,16902,F
11196,16905,F
11197,16906,F
11198,16907,F
11199,16909,F
11200,16910,F
11201,16911,F
11202,16912,F
11203,16913,F
11204,16914,C
11205,16915,F
11206,46881,P
11207,16916,F
11208,46882,P
11209,16917,F
11210,16919,F
11211,16921,F
11212,16922,F
11213,16923,F
11214,46966,F
11215,16925,P
11216,16926,P
11217,16929,F
11218,16933,F
11219,16934,F
11220,16935,C
11221,16937,F
11222,16938,C
11223,16939,C
11224,16941,F
11225,16942,C
11226,16943,F
11227,16944,F
11228,16945,F
11229,16946,F
11230,16962,F
11231,16963,F
11232,16964,F
11233,16966,F
11234,16969,F
11235,16970,F
11236,16971,F
11237,16972,F
11238,16973,P
11239,16975,F
11240,16977,F
11241,16979,F
11242,16980,F
11243,16984,F
11244,16985,F
11245,16986,F
11246,16987,F
11247,16988,F
11248,16989,F
11249,16990,F
11250,16992,F
11251,16993,F
11252,16994,F
11253,16995,F
11254,16996,F
11255,16997,F
11256,16998,P
11257,16999,P
11258,17000,P
11259,17001,P
11260,17002,F
11261,17003,P
11262,17004,P
11263,17005,F
11264,17006,P
11265,17007,P
11266,17008,P
11267,17009,P
11268,17010,P
11269,17011,P
11270,17012,P
11271,17013,P
11272,17014,P
11273,17015,P
11274,17016,F
11275,17017,F
11276,17018,F
11277,17020,F
11278,17021,F
11279,17022,F
11280,17023,C
11281,17024,F
11282,17025,F
11283,17026,F
11284,17027,F
11285,17028,F
11286,50821,P
11287,17029,F
11288,17030,F
11289,17032,F
11290,17034,F
11291,17038,P
11292,17039,F
11293,17040,F
11294,17041,F
11295,17042,F
11296,17043,F
11297,46886,P
11298,46887,P
11299,17044,F
11300,17045,F
11301,17046,F
11302,17048,F
11303,17049,F
11304,17050,F
11305,17051,F
11306,17052,C
11307,17053,C
11308,17054,C
11309,17055,P
11310,17056,F
11311,17057,F
11312,17058,F
11313,17059,C
11314,17060,F
11315,17061,F
11316,17062,P
11317,17063,F
11318,52739,F
11319,52740,F
11320,17064,F
11321,17065,F
11322,17067,F
11323,17070,F
11324,17071,C
11325,17072,F
11326,17074,F
11327,17075,F
11328,17076,F
11329,17077,F
11330,17078,F
11331,31072,F
11332,17080,F
11333,17081,F
11334,17082,F
11335,17083,F
11336,17084,F
11337,17086,C
11338,17087,C
11339,17088,F
11340,17089,F
11341,17090,C
11342,17091,F
11343,17092,F
11344,17093,F
11345,17094,F
11346,17095,F
11347,17096,F
11348,17098,F
11349,17099,F
11350,17101,C
11351,17102,C
11352,17103,F
11353,17105,F
11354,17106,F
11355,17107,F
11356,17108,F
11357,17109,C
11358,17112,F
11359,17113,F
11360,17114,F
11361,30414,F
11362,17116,F
11363,17117,C
11364,17118,F
11365,17119,C
11366,17120,F
11367,43812,F
11368,17122,C
11369,17124,F
11370,17125,F
11371,17126,P
11372,17127,F
11373,17128,F
11374,17129,F
11375,17130,F
11376,17131,F
11377,17132,F
11378,17133,C
11379,17134,F
11380,17135,F
11381,19899,F
11382,17136,F
11383,17137,F
11384,17139,P
11385,46685,P
11386,17141,P
11387,46677,P
11388,17142,P
11389,17143,P
11390,17144,P
11391,17145,P
11392,17146,C
11393,17147,F
11394,17148,P
11395,17149,F
11396,17150,F
11397,17151,F
11398,17153,F
11399,17154,F
11400,17155,F
11401,17156,P
11402,17157,P
11403,17158,P
11404,17159,F
11405,17160,F
11406,17161,F
11407,17162,F
11408,17163,F
11409,17164,F
11410,17165,F
11411,17166,F
11412,17168,F
11413,17169,F
11414,17170,F
11415,17171,F
11416,17172,F
11417,17174,F
11418,17175,F
11419,50484,F
11420,17176,F
11421,17177,C
11422,17178,F
11423,17179,P
11424,17180,P
11425,17181,P
11426,17182,P
11427,17183,P
11428,17184,P
11429,17185,P
11430,17186,P
11431,17187,P
11432,17188,F
11433,17189,P
11434,17190,P
11435,17192,P
11436,17193,P
11437,17194,P
11438,17195,P
11439,17196,P
11440,17197,P
11441,17198,P
11442,17199,P
11443,18000,P
11444,18001,P
11445,18002,P
11446,18003,P
11447,18004,P
11448,18005,P
11449,18006,P
11450,18007,P
11451,18008,P
11452,18009,P
11453,18010,F
11454,18011,P
11455,18012,P
11456,18013,P
11457,18014,P
11458,18015,P
11459,18016,P
11460,18019,P
11461,18020,P
11462,18021,P
11463,18022,P
11464,18023,P
11465,18024,F
11466,18025,F
11467,18026,P
11468,18027,P
11469,18028,P
11470,18029,P
11471,18030,F
11472,18031,F
11473,18032,P
11474,18033,P
11475,18034,P
11476,18035,P
11477,18036,P
11478,18037,P
11479,18038,P
11480,18039,P
11481,18040,P
11482,18041,P
11483,18042,P
11484,18043,P
11485,18044,P
11486,18045,P
11487,18046,P
11488,18047,P
11489,18048,P
11490,18049,P
11491,18050,P
11492,18051,P
11493,18052,P
11494,18053,P
11495,18054,P
11496,18057,P
11497,18058,P
11498,18059,P
11499,18060,P
11500,18061,P
11501,18062,P
11502,18063,P
11503,18064,F
11504,18065,P
11505,18067,P
11506,18068,P
11507,18069,P
11508,18070,P
11509,18071,F
11510,18072,P
11511,18073,P
11512,18074,P
11513,18075,P
11514,18076,P
11515,18077,P
11516,18078,P
11517,18079,P
11518,18080,P
11519,18081,P
11520,18082,P
11521,18083,P
11522,18084,P
11523,18085,P
11524,18086,P
11525,19122,P
11526,18091,P
11527,18094,P
11528,18095,P
11529,18096,P
11530,18097,P
11531,18101,P
11532,18102,P
11533,18103,P
11534,18104,P
11535,18105,P
11536,18106,P
11537,18107,P
11538,18108,P
11539,18109,P
11540,18110,F
11541,18111,F
11542,18112,F
11543,18113,F
11544,18114,F
11545,18115,P
11546,18116,P
11547,18117,P
11548,18118,P
11549,18119,P
11550,18120,P
11551,18121,F
11552,18122,P
11553,18123,P
11554,18124,P
11555,18125,P
11556,18126,P
11557,18127,F
11558,18128,F
11559,18129,F
11560,18130,P
11561,18131,P
11562,18132,P
11563,18133,P
11564,18134,P
11565,18135,F
11566,18136,F
11567,18137,P
11568,18138,P
11569,18139,P
11570,18140,P
11571,18141,P
11572,18142,P
11573,18143,P
11574,18144,P
11575,18145,P
11576,18146,P
11577,18147,P
11578,18148,P
11579,18149,P
11580,18150,P
11581,18151,P
11582,18152,P
11583,18153,P
11584,18154,P
11585,18155,P
11586,18156,P
11587,18157,P
11588,18158,P
11589,18159,P
11590,18160,P
11591,18161,P
11592,18162,P
11593,18163,P
11594,18164,P
11595,18165,P
11596,18166,P
11597,18167,P
11598,18168,P
11599,18169,F
11600,18170,P
11601,18171,P
11602,18172,P
11603,18173,P
11604,18174,P
11605,18175,P
11606,18177,P
11607,18178,P
11608,18179,P
11609,18180,P
11610,18181,P
11611,18182,P
11612,18183,P
11613,18184,P
11614,18185,P
11615,18186,P
11616,18187,P
11617,18188,P
11618,18189,P
11619,18190,P
11620,18191,P
11621,18192,P
11622,18193,P
11623,18194,P
11624,18195,P
11625,18196,P
11626,18197,P
11627,18198,P
11628,18199,P
11629,18200,P
11630,18201,P
11631,18202,P
11632,18203,P
11633,18204,P
11634,18205,P
11635,18206,P
11636,18207,P
11637,18208,P
11638,18209,P
11639,18210,P
11640,18211,P
11641,18212,P
11642,18213,P
11643,18214,P
11644,18215,P
11645,18216,P
11646,18217,P
11647,18218,P
11648,18219,P
11649,18220,P
11650,18221,P
11651,18222,P
11652,18226,P
11653,18227,P
11654,18228,P
11655,18229,P
11656,18230,P
11657,18231,P
11658,18232,P
11659,18233,P
11660,18234,P
11661,18235,P
11662,18237,F
11663,18238,P
11664,18240,P
11665,18241,P
11666,18242,P
11667,18243,P
11668,18244,P
11669,18245,P
11670,18246,P
11671,18247,P
11672,18248,P
11673,18249,P
11674,18250,P
11675,18251,P
11676,18252,P
11677,18253,P
11678,18254,P
11679,18255,P
11680,18256,P
11681,18257,P
11682,18258,P
11683,18259,P
11684,18260,P
11685,18261,P
11686,18262,P
11687,18263,P
11688,18264,P
11689,18265,P
11690,18266,P
11691,18267,P
11692,18268,P
11693,18269,P
11694,18270,P
11695,18271,F
11696,18272,P
11697,18273,P
11698,18274,P
11699,18275,P
11700,18276,P
11701,18277,P
11702,18278,P
11703,18279,P
11704,18280,P
11705,18281,P
11706,18282,P
11707,18283,P
11708,18284,P
11709,18285,P
11710,18286,P
11711,18287,P
11712,18288,P
11713,18289,P
11714,18290,P
11715,18291,P
11716,18292,P
11717,18293,P
11718,18294,P
11719,18295,P
11720,18296,P
11721,18297,P
11722,18298,P
11723,18299,P
11724,18300,P
11725,18301,P
11726,18302,P
11727,18303,P
11728,18304,P
11729,18305,P
11730,18306,P
11731,18307,P
11732,18308,P
11733,18309,P
11734,18310,P
11735,18311,P
11736,18312,P
11737,18313,P
11738,18314,P
11739,18315,P
11740,18316,P
11741,18317,P
11742,18320,P
11743,18321,P
11744,18322,P
11745,18323,P
11746,18324,P
11747,18325,P
11748,18326,P
11749,18327,P
11750,18328,P
11751,18329,P
11752,18330,P
11753,18331,P
11754,18332,P
11755,18333,P
11756,18334,P
11757,18335,P
11758,18336,P
11759,18337,P
11760,18338,P
11761,18339,P
11762,18340,P
11763,18341,P
11764,18345,P
11765,18350,P
11766,18351,P
11767,18352,P
11768,18353,P
11769,18355,P
11770,18356,P
11771,18357,P
11772,18358,P
11773,18359,P
11774,18360,P
11775,18361,P
11776,18362,P
11777,18363,P
11778,18364,P
11779,18365,F
11780,18366,P
11781,18367,P
11782,18376,P
11783,18377,P
11784,18378,P
11785,18379,P
11786,18386,P
11787,18387,P
11788,18388,P
11789,18389,P
11790,18390,P
11791,18391,P
11792,18392,F
11793,18393,P
11794,18394,P
11795,18395,P
11796,18396,P
11797,18397,P
11798,18398,P
11799,18399,P
11800,18400,P
11801,18401,P
11802,18402,P
11803,18403,P
11804,18404,P
11805,18405,P
11806,18406,P
11807,18407,P
11808,18408,P
11809,18410,P
11810,18411,P
11811,18412,P
11812,18413,P
11813,18414,P
11814,18415,P
11815,18416,P
11816,18417,P
11817,18418,P
11818,18419,P
11819,18420,P
11820,18421,F
11821,18422,F
11822,18423,F
11823,18424,P
11824,18425,P
11825,18426,P
11826,18427,P
11827,18428,P
11828,18429,P
11829,18439,P
11830,18441,P
11831,18442,P
11832,18443,P
11833,18444,C
11834,18445,F
11835,18446,F
11836,18447,F
11837,18448,F
11838,18449,F
11839,18450,F
11840,18451,F
11841,18452,F
11842,18453,F
11843,18454,F
11844,18455,F
11845,18456,F
11846,18457,F
11847,18458,F
11848,18459,F
11849,18460,F
11850,18461,F
11851,18462,F
11852,18463,F
11853,18464,F
11854,18465,F
11855,18466,F
11856,18467,F
11857,18468,F
11858,18469,F
11859,18470,F
11860,18471,F
11861,18472,F
11862,18473,F
11863,18474,F
11864,18475,F
11865,18477,F
11866,18478,F
11867,18479,F
11868,18480,F
11869,18481,F
11870,18482,F
11871,18483,F
11872,18484,F
11873,18485,F
11874,18486,F
11875,18487,F
11876,18488,F
11877,18489,F
11878,18490,F
11879,18491,F
11880,18492,F
11881,18493,F
11882,18494,F
11883,18495,F
11884,18496,F
11885,18497,F
11886,18498,F
11887,18499,F
11888,18500,F
11889,18501,F
11890,18502,F
11891,18503,F
11892,18504,F
11893,18505,F
11894,18506,F
11895,18507,F
11896,18508,F
11897,18509,F
11898,18510,F
11899,18511,F
11900,18512,F
11901,18513,F
11902,18515,F
11903,18516,F
11904,18517,F
11905,18518,F
11906,18519,F
11907,18520,F
11908,18521,F
11909,18522,F
11910,18523,F
11911,18524,F
11912,18525,F
11913,18526,F
11914,18527,F
11915,18528,F
11916,18529,F
11917,18530,F
11918,18531,F
11919,18532,F
11920,18533,P
11921,18534,F
11922,18535,F
11923,18537,F
11924,18538,F
11925,18541,F
11926,18542,F
11927,18543,F
11928,18544,F
11929,18545,F
11930,18546,F
11931,18547,F
11932,18548,F
11933,18549,F
11934,18550,F
11935,18551,F
11936,18553,F
11937,18554,F
11938,18555,F
11939,18556,F
11940,18557,F
11941,18558,F
11942,18559,F
11943,18560,F
11944,18561,F
11945,18562,F
11946,18563,F
11947,18564,F
11948,18565,F
11949,18566,F
11950,18567,F
11951,18568,F
11952,18569,F
11953,18570,F
11954,18571,F
11955,18572,F
11956,18573,F
11957,18574,F
11958,18575,F
11959,18576,F
11960,18577,F
11961,18578,F
11962,18579,F
11963,18580,F
11964,18581,F
11965,18582,F
11966,18583,F
11967,18584,F
11968,18585,F
11969,18586,F
11970,18587,F
11971,19113,F
11972,18588,F
11973,18589,F
11974,18590,F
11975,18591,F
11976,18592,F
11977,18593,F
11978,18594,F
11979,18595,F
11980,18596,F
11981,18597,F
11982,18598,F
11983,18599,F
11984,18600,F
11985,18601,F
11986,18602,F
11987,18603,F
11988,18604,F
11989,18606,F
11990,18607,F
11991,18608,F
11992,18609,F
11993,18610,F
11994,18611,F
11995,18612,F
11996,18613,F
11997,18614,F
11998,18615,F
11999,18616,F
12000,18617,F
12001,18618,F
12002,18619,F
12003,18620,F
12004,18621,F
12005,18622,F
12006,18623,F
12007,18624,F
12008,18625,F
12009,18626,F
12010,18627,F
12011,18628,F
12012,18629,F
12013,18630,F
12014,18631,F
12015,18632,F
12016,18633,F
12017,18634,F
12018,18635,F
12019,18636,F
12020,18637,F
12021,18638,F
12022,18639,F
12023,18640,F
12024,18641,F
12025,18642,F
12026,18643,F
12027,18644,F
12028,18645,F
12029,18646,F
12030,18647,F
12031,18648,F
12032,18649,F
12033,18650,F
12034,18651,F
12035,18652,F
12036,18653,F
12037,18654,F
12038,18655,F
12039,18656,F
12040,18657,F
12041,18658,F
12042,18659,F
12043,18660,F
12044,18661,F
12045,18662,F
12046,18663,F
12047,18664,F
12048,18665,F
12049,18666,F
12050,18667,F
12051,18668,F
12052,18669,F
12053,18670,F
12054,18671,F
12055,18672,F
12056,18673,F
12057,18674,F
12058,18675,F
12059,18676,F
12060,18677,F
12061,18678,F
12062,18679,F
12063,18680,F
12064,18681,F
12065,18682,F
12066,18683,F
12067,18684,F
12068,18685,F
12069,18686,F
12070,18687,F
12071,18688,F
12072,18689,F
12073,18690,F
12074,18693,F
12075,18694,F
12076,18695,F
12077,18697,F
12078,18698,F
12079,18699,F
12080,18700,F
12081,18701,F
12082,18702,F
12083,18703,F
12084,18704,F
12085,18705,F
12086,18706,F
12087,18707,F
12088,18708,F
12089,18710,F
12090,18711,F
12091,18712,F
12092,18713,F
12093,18715,F
12094,18716,F
12095,18717,F
12096,18718,F
12097,18719,F
12098,18720,F
12099,18721,F
12100,18722,F
12101,18723,F
12102,18724,F
12103,18725,F
12104,18726,F
12105,18727,F
12106,18729,F
12107,18730,F
12108,18731,F
12109,18732,F
12110,18733,F
12111,18734,F
12112,18736,F
12113,18737,F
12114,18738,F
12115,18739,F
12116,18740,F
12117,18741,F
12118,18742,F
12119,18743,F
12120,18744,F
12121,18745,F
12122,18746,F
12123,18747,F
12124,18748,F
12125,18749,F
12126,18750,F
12127,18751,F
12128,18752,F
12129,18753,F
12130,18754,F
12131,18755,F
12132,18756,F
12133,18757,F
12134,18758,F
12135,18759,F
12136,18760,F
12137,18761,F
12138,18762,F
12139,18763,F
12140,18764,F
12141,18765,F
12142,18766,F
12143,18767,F
12144,18768,F
12145,18769,F
12146,18770,F
12147,18771,F
12148,18772,F
12149,18773,F
12150,18774,F
12151,18775,F
12152,18776,F
12153,18777,F
12154,18778,F
12155,18779,F
12156,18780,F
12157,18781,F
12158,18782,F
12159,18783,F
12160,18784,F
12161,18785,F
12162,18786,F
12163,18787,F
12164,18788,F
12165,18789,F
12166,18791,F
12167,18792,F
12168,18793,F
12169,18794,F
12170,18795,F
12171,18796,F
12172,18798,F
12173,18799,F
12174,18800,F
12175,18801,F
12176,18802,F
12177,18803,F
12178,18805,F
12179,18807,F
12180,18808,F
12181,18809,F
12182,18810,F
12183,18811,F
12184,18812,F
12185,18813,F
12186,18814,F
12187,18815,F
12188,18816,F
12189,18817,F
12190,18818,F
12191,18819,F
12192,18820,F
12193,18822,F
12194,18823,F
12195,18824,F
12196,18825,F
12197,18826,F
12198,18827,F
12199,18828,F
12200,18829,F
12201,18830,F
12202,18831,F
12203,18832,F
12204,18833,F
12205,18834,F
12206,18835,F
12207,18836,F
12208,18837,F
12209,18838,F
12210,18839,F
12211,18842,F
12212,18844,F
12213,18845,F
12214,18846,F
12215,18847,F
12216,18848,F
12217,18849,F
12218,18850,F
12219,18851,F
12220,18852,F
12221,18853,F
12222,52685,F
12223,52686,F
12224,18854,F
12225,18855,F
12226,18856,F
12227,18857,F
12228,18858,F
12229,18859,F
12230,18860,F
12231,18861,F
12232,18862,F
12233,18863,F
12234,18864,P
12235,18865,P
12236,18866,P
12237,18867,P
12238,18868,P
12239,18870,P
12240,18871,P
12241,18872,P
12242,18873,P
12243,18874,P
12244,18875,P
12245,18876,P
12246,18877,P
12247,18878,P
12248,18879,P
12249,18880,P
12250,18881,P
12251,18882,P
12252,18883,P
12253,18884,P
12254,18885,P
12255,18886,P
12256,18887,P
12257,18888,P
12258,18889,P
12259,18890,P
12260,18891,P
12261,18892,P
12262,18893,P
12263,18894,P
12264,18895,P
12265,18896,P
12266,18897,P
12267,18898,P
12268,18899,P
12269,18900,P
12270,18901,P
12271,18902,P
12272,18903,P
12273,18904,P
12274,18905,P
12275,18906,P
12276,18907,P
12277,18908,P
12278,18909,P
12279,18910,P
12280,18911,P
12281,18912,P
12282,18913,P
12283,18914,P
12284,18915,P
12285,18916,P
12286,18917,P
12287,18918,P
12288,18919,P
12289,18920,P
12290,18921,P
12291,18922,P
12292,18923,P
12293,18924,P
12294,18925,P
12295,18926,P
12296,18927,P
12297,18928,P
12298,18929,P
12299,18930,P
12300,18931,P
12301,18933,P
12302,18934,P
12303,18935,P
12304,18936,P
12305,18937,P
12306,18938,P
12307,18939,P
12308,18940,P
12309,18941,P
12310,18942,P
12311,18943,P
12312,18944,P
12313,18945,P
12314,18946,P
12315,18947,P
12316,18948,P
12317,18949,P
12318,18950,P
12319,18951,P
12320,18952,P
12321,18953,P
12322,18954,P
12323,18955,P
12324,18956,P
12325,18957,P
12326,18958,P
12327,18959,P
12328,18960,P
12329,18961,P
12330,18962,P
12331,18963,P
12332,18964,P
12333,18965,P
12334,18966,P
12335,18967,P
12336,18968,P
12337,18969,P
12338,18970,P
12339,18971,P
12340,18972,P
12341,18973,P
12342,18974,P
12343,18975,P
12344,18976,P
12345,18977,P
12346,18978,P
12347,18979,P
12348,18980,P
12349,18981,P
12350,18982,P
12351,18983,P
12352,18984,P
12353,18985,P
12354,18988,P
12355,18996,P
12356,18989,P
12357,18990,P
12358,18991,P
12359,18992,P
12360,18993,P
12361,18995,C
12362,18997,F
12363,18998,C
12364,19000,F
12365,19001,F
12366,19002,F
12367,19003,F
12368,19008,C
12369,19010,F
12370,19011,F
12371,19012,C
12372,19013,C
12373,19015,C
12374,19016,C
12375,19017,C
12376,19018,C
12377,19019,C
12378,19020,C
12379,19021,C
12380,19022,C
12381,19023,C
12382,19024,C
12383,19025,C
12384,19026,C
12385,19027,C
12386,19028,C
12387,19029,C
12388,19030,C
12389,19031,C
12390,19032,C
12391,19033,C
12392,19034,C
12393,19035,C
12394,19036,C
12395,19037,C
12396,19038,C
12397,19039,F
12398,19064,P
12399,19040,F
12400,19057,P
12401,19042,P
12402,19043,P
12403,19044,P
12404,19045,P
12405,19046,P
12406,19048,P
12407,19049,P
12408,19050,P
12409,19051,P
12410,19054,P
12411,19055,P
12412,19056,P
12413,19058,P
12414,19059,P
12415,46718,P
12416,19060,P
12417,19061,P
12418,19062,P
12419,19065,P
12420,19066,P
12421,19068,P
12422,19069,P
12423,19070,P
12424,19071,P
12425,19072,P
12426,19073,P
12427,19074,P
12428,19075,P
12429,19076,P
12430,19078,P
12431,19080,P
12432,19081,P
12433,19082,P
12434,19083,P
12435,19084,P
12436,19085,P
12437,19086,P
12438,19087,P
12439,19088,P
12440,19089,P
12441,19090,P
12442,19091,P
12443,19092,P
12444,19093,P
12445,19094,P
12446,19095,P
12447,19096,P
12448,19097,P
12449,19098,P
12450,19099,P
12451,19100,P
12452,19101,P
12453,19102,P
12454,19103,F
12455,19105,F
12456,19107,F
12457,19108,F
12458,19111,F
12459,19112,F
12460,19114,F
12461,19115,F
12462,19116,F
12463,19117,F
12464,19118,F
12465,19119,F
12466,19120,F
12467,19121,P
12468,19123,P
12469,19124,P
12470,19125,P
12471,19126,P
12472,19128,P
12473,19129,P
12474,19131,F
12475,19132,F
12476,19133,F
12477,19134,F
12478,19135,F
12479,19136,F
12480,19137,F
12481,19139,F
12482,19141,F
12483,19142,F
12484,19143,F
12485,19144,F
12486,19145,F
12487,19146,F
12488,19147,F
12489,19148,F
12490,19149,F
12491,19150,F
12492,19151,F
12493,19152,F
12494,19154,F
12495,19155,F
12496,19156,F
12497,19157,F
12498,19158,F
12499,19159,F
12500,19160,F
12501,19161,F
12502,19162,F
12503,19163,F
12504,19164,F
12505,19165,F
12506,19166,F
12507,19168,F
12508,19170,F
12509,19171,F
12510,19172,F
12511,19174,F
12512,19176,F
12513,19177,F
12514,19178,F
12515,19179,F
12516,19180,F
12517,19181,F
12518,19182,F
12519,19183,C
12520,19184,P
12521,19185,C
12522,19186,F
12523,19187,F
12524,19191,F
12525,19194,F
12526,19196,F
12527,19197,C
12528,19198,F
12529,19199,F
12530,19200,F
12531,19201,F
12532,19202,F
12533,19203,F
12534,19204,F
12535,98518,F
12536,98519,F
12537,19205,F
12538,19206,F
12539,19207,F
12540,19208,F
12541,19209,F
12542,19210,F
12543,19211,F
12544,19212,F
12545,19213,F
12546,19214,F
12547,50828,P
12548,19215,F
12549,19216,P
12550,19217,P
12551,19218,P
12552,19219,P
12553,19220,P
12554,19221,P
12555,19222,P
12556,19226,P
12557,19227,P
12558,19228,P
12559,19229,P
12560,19230,P
12561,19231,P
12562,19232,P
12563,19233,P
12564,19234,P
12565,19235,P
12566,19236,P
12567,19238,F
12568,19239,F
12569,19240,P
12570,19241,P
12571,19242,P
12572,19243,P
12573,19244,P
12574,19245,P
12575,19246,P
12576,19247,P
12577,19248,P
12578,19249,P
12579,19250,P
12580,19251,P
12581,19252,P
12582,19253,P
12583,19254,P
12584,19255,P
12585,19256,P
12586,19257,P
12587,19258,P
12588,19260,P
12589,19261,P
12590,19262,P
12591,19263,P
12592,19264,P
12593,19265,P
12594,19266,P
12595,19267,P
12596,19268,P
12597,19269,P
12598,19270,P
12599,19271,P
12600,19272,P
12601,19273,P
12602,19276,P
12603,19277,P
12604,19278,P
12605,19279,P
12606,19280,P
12607,19281,P
12608,19283,P
12609,19284,P
12610,19285,P
12611,19286,P
12612,19287,P
12613,19288,P
12614,19289,P
12615,19290,P
12616,19292,P
12617,19293,P
12618,19294,P
12619,19295,P
12620,19296,P
12621,19297,P
12622,19298,P
12623,19299,P
12624,19300,P
12625,19301,P
12626,19302,P
12627,19303,P
12628,19304,P
12629,19305,P
12630,19306,P
12631,19307,P
12632,19308,P
12633,19309,P
12634,19310,P
12635,19311,P
12636,19312,P
12637,19313,P
12638,19314,P
12639,19315,P
12640,19316,P
12641,19317,P
12642,19318,P
12643,19319,P
12644,19320,P
12645,19321,P
12646,19322,P
12647,19323,P
12648,19324,P
12649,19325,P
12650,19326,P
12651,19327,P
12652,19328,P
12653,19329,P
12654,19330,P
12655,19331,P
12656,19332,P
12657,19333,P
12658,19334,P
12659,19335,P
12660,19336,P
12661,19337,P
12662,19338,P
12663,19339,P
12664,19340,P
12665,19341,P
12666,19342,P
12667,19343,P
12668,19344,P
12669,19345,P
12670,19346,P
12671,19347,P
12672,19348,P
12673,19349,P
12674,19350,P
12675,19351,P
12676,19352,P
12677,19353,P
12678,19355,P
12679,19356,P
12680,19357,P
12681,19358,P
12682,19359,P
12683,19360,P
12684,19361,P
12685,19362,P
12686,19363,P
12687,19364,P
12688,19365,P
12689,19367,P
12690,19368,P
12691,19369,P
12692,19370,P
12693,19371,P
12694,19372,P
12695,19373,P
12696,19374,P
12697,19375,P
12698,19376,P
12699,19377,P
12700,19379,P
12701,19380,P
12702,19381,P
12703,19382,P
12704,19383,P
12705,19384,P
12706,19385,P
12707,19386,P
12708,19387,P
12709,19388,P
12710,19389,P
12711,19390,P
12712,19391,P
12713,19392,P
12714,19393,P
12715,19394,P
12716,19395,P
12717,19396,P
12718,19397,P
12719,19398,P
12720,19399,P
12721,19400,P
12722,19401,P
12723,19402,P
12724,19403,P
12725,19404,P
12726,19405,P
12727,19406,P
12728,19407,P
12729,19408,P
12730,19409,P
12731,19410,P
12732,19411,P
12733,19412,P
12734,19413,P
12735,19414,P
12736,19415,P
12737,19416,P
12738,19417,P
12739,19418,P
12740,19419,P
12741,19420,P
12742,19422,P
12743,19423,P
12744,19424,P
12745,19426,P
12746,19427,P
12747,19428,P
12748,19429,P
12749,19430,P
12750,19431,P
12751,19432,P
12752,19433,P
12753,19434,P
12754,19435,P
12755,19436,P
12756,19438,P
12757,19439,P
12758,19440,P
12759,19441,P
12760,19442,P
12761,19443,P
12762,19444,P
12763,19445,P
12764,19446,P
12765,19447,P
12766,19448,P
12767,19449,P
12768,19450,P
12769,19451,P
12770,19452,P
12771,19453,P
12772,19454,P
12773,19455,P
12774,19456,P
12775,19457,P
12776,19458,P
12777,19460,P
12778,19461,P
12779,19462,P
12780,19463,P
12781,19465,P
12782,19466,P
12783,19467,P
12784,19468,P
12785,19469,P
12786,19470,P
12787,19471,P
12788,19472,P
12789,19473,P
12790,19474,P
12791,19475,P
12792,19476,P
12793,19477,P
12794,19478,P
12795,19479,P
12796,19480,P
12797,19481,P
12798,19482,P
12799,19483,P
12800,19484,P
12801,19485,P
12802,19486,P
12803,19487,P
12804,19488,P
12805,19489,P
12806,19490,P
12807,19491,P
12808,19492,P
12809,19493,P
12810,19495,P
